,US S&P 500,EU Stoxx 600,Japan Nikkei 225,MSCI EM USD,US HY,EU HY,BCOM Energy,BCOM Industrial Metals,BCOM Gold,Dollar Index,US 10Y Bond,Germany Bund 10Y
2007-01-31,2133.88,552.11,22207.55,313.189,140.4059,109.8344,235.5751,210.5532,92.97,1002.666,606.335,677.4830000000001
2007-02-01,2145.67,558.42,22381.39,317.089,140.3527,109.8832,231.7499,208.7472,93.691,1001.446,605.861,677.7539999999999
2007-02-02,2149.3,561.43,22416.66,319.505,140.4665,109.9243,234.8014,203.1488,92.066,1006.265,606.145,679.449
2007-02-05,2147.37,561.8,22158.21,320.35200000000003,140.6041,110.0118,236.0372,201.451,92.71600000000001,1006.882,606.903,681.283
2007-02-06,2148.87,563.73,22237.49,322.651,140.7283,110.07799999999999,236.4715,204.7032,93.083,1004.5039999999999,608.61,681.215
2007-02-07,2152.49,565.53,22091.16,322.633,140.9621,110.1259,235.0111,201.3736,92.885,1002.495,609.656,681.419
2007-02-08,2149.98,560.61,22091.36,321.35900000000004,141.1634,110.2203,241.7921,201.3325,93.663,1002.79,609.847,680.602
2007-02-09,2134.83,563.48,22362.0,321.112,141.2153,110.2735,242.0051,203.8086,95.005,1004.709,607.751,678.0830000000001
2007-02-12,2127.94,560.25,22362.0,316.85,141.3939,110.3195,230.3573,201.6615,94.29799999999999,1007.658,606.991,676.931
2007-02-13,2144.37,561.24,22511.62,318.048,141.5511,110.315,234.9667,209.7557,94.46799999999999,1003.4639999999999,606.612,676.051
2007-02-14,2161.14,565.76,22679.22,322.653,141.6719,110.3752,230.3235,211.9122,94.963,996.6210000000001,609.929,677.47
2007-02-15,2163.54,565.14,22864.73,325.01,141.9188,110.3724,230.0773,216.8117,94.87799999999999,995.778,610.977,680.655
2007-02-16,2161.69,564.43,22837.16,325.697,142.1699,110.4836,235.3648,214.7735,95.07600000000001,995.7460000000001,611.4540000000001,680.314
2007-02-19,2161.69,566.48,22919.49,326.471,142.1699,110.5617,235.3648,214.7735,95.07600000000001,995.055,611.4540000000001,679.43
2007-02-20,2167.85,564.7,22918.25,325.504,142.5028,110.615,234.6921,212.36700000000002,93.40799999999999,996.67,611.932,679.498
2007-02-21,2164.88,561.09,22885.15,325.913,142.57299999999998,110.6749,239.0783,214.5231,96.65799999999999,998.1460000000001,611.4540000000001,680.653
2007-02-22,2163.38,562.93,23135.01,328.11699999999996,142.7494,110.7325,243.06400000000002,219.1217,96.51700000000001,998.567,609.83,678.2710000000001
2007-02-23,2155.85,564.15,23242.21,326.85,142.8725,110.7392,244.1246,226.6186,97.04,995.29,612.045,680.712
2007-02-26,2153.33,566.58,23276.62,326.928,143.0089,110.7518,243.364,227.8968,97.478,995.441,613.91,683.7080000000001
2007-02-27,2078.69,549.38,23154.67,316.888,142.9737,110.7298,241.9205,226.4974,97.111,988.8380000000001,619.018,685.485
2007-02-28,2090.68,541.26,22495.55,311.33,142.5136,110.461,240.4789,221.5675,95.03299999999999,990.19,617.47,685.8960000000001
2007-03-01,2085.27,536.45,22303.09,306.72,142.5369,110.3475,240.9464,221.1813,93.988,992.85,617.47,686.788
2007-03-02,2061.5,534.79,22002.05,305.16700000000003,142.4171,110.3397,239.5189,216.803,91.02,991.518,619.207,687.3380000000001
2007-03-05,2042.17,528.45,21266.41,293.562,142.1722,110.0376,236.0239,211.543,90.32799999999999,997.5830000000001,619.013,688.85
2007-03-06,2073.87,533.34,21524.86,300.704,141.7877,109.9289,240.3341,214.6572,91.31700000000001,996.7339999999999,618.433,688.987
2007-03-07,2069.16,537.06,21422.78,301.245,142.1936,110.1307,241.8622,219.4641,92.264,994.5039999999999,619.689,689.16
2007-03-08,2084.01,544.42,21838.97,307.152,142.6051,110.2919,240.4953,222.2637,92.63,996.971,619.495,688.539
2007-03-09,2085.43,545.73,21933.19,309.464,142.7491,110.4519,235.5334,218.8495,92.14299999999999,998.592,616.01,687.0939999999999
2007-03-12,2091.06,542.96,22097.2,311.653,142.9025,110.5755,231.3973,223.8177,91.896,993.83,617.55,688.055
2007-03-13,2048.87,537.13,21952.1,309.402,142.8026,110.5498,230.5687,221.4306,91.77,991.538,620.445,689.913
2007-03-14,2062.68,523.09,21310.68,303.631,142.5656,110.3895,233.1333,222.0765,90.79,990.6410000000001,619.476,691.914
2007-03-15,2070.34,533.62,21545.17,307.67,142.4808,110.3774,230.2656,231.4911,91.434,991.7639999999999,618.895,690.046
2007-03-16,2062.41,533.73,21396.63,307.387,142.5917,110.3629,229.3959,232.94299999999998,92.4,986.1239999999999,618.508,690.253
2007-03-19,2084.88,541.66,21735.77,311.17400000000004,142.6177,110.4217,229.1704,231.7845,92.44200000000001,988.4960000000001,617.445,688.872
2007-03-20,2098.1,545.86,21932.11,312.815,142.6489,110.4411,228.641,229.8129,93.113,984.512,618.313,689.9060000000001
2007-03-21,2133.98,548.39,21932.11,316.605,142.592,110.46600000000001,232.0955,226.5581,93.25299999999999,986.3660000000001,619.955,688.94
2007-03-22,2133.23,556.5,22259.24,320.926,142.722,110.5648,238.5944,230.9442,93.84100000000001,985.487,617.049,687.7
2007-03-23,2135.57,559.15,22337.71,321.55400000000003,142.89,110.5791,239.5122,227.1426,92.861,987.258,616.085,684.949
2007-03-26,2137.63,554.5,22390.87,322.253,142.9796,110.665,242.1185,228.868,93.79899999999999,984.888,617.048,684.949
2007-03-27,2124.43,553.92,22302.57,321.108,142.9627,110.7009,245.2715,226.9506,93.603,984.077,616.18,683.442
2007-03-28,2107.83,550.54,22161.99,318.218,142.9187,110.6519,248.0878,227.4887,94.177,984.2260000000001,616.0840000000001,683.169
2007-03-29,2115.77,556.84,22173.87,322.033,142.8103,110.6619,251.9377,230.0418,93.435,984.998,615.314,681.529
2007-03-30,2113.31,556.82,22204.37,323.682,142.9097,110.6732,252.9156,233.2848,93.631,982.5269999999999,614.545,680.575
2007-04-02,2118.81,558.79,21871.4,323.395,142.7974,110.6911,251.8117,233.2361,93.98100000000001,982.2289999999999,614.737,680.439
2007-04-03,2138.76,564.69,22148.37,326.61400000000003,142.7373,110.7198,246.1412,243.354,93.729,984.827,613.776,678.602
2007-04-04,2141.15,565.53,22533.74,330.23900000000003,142.7913,110.7572,248.7321,248.6921,94.807,983.931,614.543,680.298
2007-04-05,2148.12,566.1,22466.09,331.277,142.8371,110.78299999999999,250.06400000000002,246.9082,95.087,980.9,613.487,678.801
2007-04-06,2148.12,566.1,22457.56,331.332,142.8371,110.78299999999999,250.06400000000002,246.9082,95.087,980.9,613.487,678.801
2007-04-09,2149.39,566.1,22790.2,333.597,142.9136,110.78299999999999,244.0839,250.3608,94.73700000000001,980.9,610.3240000000001,678.801
2007-04-10,2155.05,569.56,22688.64,334.82199999999995,142.9462,110.9051,249.6573,251.40200000000002,95.381,980.6139999999999,611.182,676.9010000000001
2007-04-11,2141.06,569.17,22695.55,335.99199999999996,143.1321,110.9506,250.2654,251.2609,95.40899999999999,981.002,610.609,676.0210000000001
2007-04-12,2154.36,567.15,22529.03,335.958,143.218,111.0061,254.2035,247.342,95.12899999999999,977.9789999999999,610.609,673.722
2007-04-13,2161.87,570.97,22302.37,337.958,143.2883,111.0106,252.6356,247.445,96.556,976.34,609.56,670.623
2007-04-16,2185.14,577.58,22641.9,342.07800000000003,143.5252,111.11399999999999,246.5931,247.7694,97.2,973.954,610.4169999999999,672.367
2007-04-17,2189.61,577.83,22512.37,341.333,143.7271,111.1702,241.8941,257.3025,96.92,971.578,612.515,673.779
2007-04-18,2191.14,575.0,22692.03,340.468,143.8586,111.2207,243.2707,254.6519,97.03200000000001,969.8839999999999,613.951,675.3960000000001
2007-04-19,2188.54,573.05,22312.67,336.53,143.9522,111.2659,241.9376,251.9825,96.33200000000001,968.793,613.663,673.1
2007-04-20,2208.85,580.38,22416.26,341.9,144.1183,111.3196,242.55200000000002,254.43200000000002,97.382,969.0939999999999,613.759,672.426
2007-04-23,2203.79,579.9,22419.79,342.349,144.4308,111.4358,248.3463,256.8458,97.15799999999999,970.285,614.526,673.9060000000001
2007-04-24,2203.01,574.76,22415.17,342.12699999999995,144.55200000000002,111.4704,245.9843,252.4971,96.24799999999999,968.1030000000001,615.774,674.7819999999999
2007-04-25,2225.49,578.84,22138.24,343.033,144.6676,111.4745,250.362,252.9015,96.206,966.75,614.812,673.635
2007-04-26,2223.91,579.95,22386.14,343.342,144.7351,111.5324,246.7811,249.3399,94.891,970.437,613.179,671.951
2007-04-27,2223.69,576.78,22349.2,340.68800000000005,144.7848,111.5396,252.3767,252.4334,95.42299999999999,969.69,612.7959999999999,671.682
2007-04-30,2206.28,578.23,22349.2,339.039,144.9059,111.6002,251.5652,253.2889,95.661,965.931,615.764,675.309
2007-05-01,2212.13,578.0,22188.1,338.765,144.7467,111.6151,248.1004,256.6217,94.79299999999999,970.301,615.091,675.309
2007-05-02,2226.62,581.04,22342.15,340.527,144.6558,111.6401,246.4663,256.6135,94.485,970.335,614.803,672.0
2007-05-03,2236.71,582.81,22342.15,344.546,144.6724,111.6663,248.3862,261.8055,95.786,972.6360000000001,613.4580000000001,670.857
2007-05-04,2241.55,587.8,22342.15,347.631,144.8357,111.7394,246.2001,266.763,96.52799999999999,971.069,615.087,672.87
2007-05-07,2247.36,588.13,22695.25,349.14,144.9816,111.8059,243.0633,265.6085,96.626,971.069,615.183,672.13
2007-05-08,2244.86,583.52,22678.57,347.009,144.9871,111.8746,242.6804,264.972,96.20700000000001,973.803,615.375,672.936
2007-05-09,2252.52,585.02,22795.81,348.98400000000004,145.0711,111.9301,242.5924,261.8551,95.524,973.082,613.452,672.2639999999999
2007-05-10,2221.34,580.89,22781.48,347.542,145.1976,112.0011,244.5871,257.5153,93.359,978.051,614.602,671.658
2007-05-11,2242.91,584.03,22546.13,346.47900000000004,145.2728,112.0102,248.3321,260.4403,94.095,976.916,613.5459999999999,672.5319999999999
2007-05-14,2238.98,582.86,22705.68,349.091,145.4117,112.0585,248.0088,253.9447,93.79,975.212,612.779,669.169
2007-05-15,2236.21,584.9,22493.8,347.283,145.4497,112.0673,248.44400000000002,256.9234,94.38600000000001,971.2139999999999,611.822,667.1610000000001
2007-05-16,2255.97,584.03,22514.38,351.309,145.4743,112.0807,247.9575,252.8135,92.57,977.227,611.822,667.362
2007-05-17,2254.03,585.58,22475.33,351.08099999999996,145.5219,112.0924,255.0915,246.519,91.97399999999999,978.383,609.814,666.561
2007-05-18,2268.94,591.05,22348.15,352.01599999999996,145.5096,112.1353,253.2128,249.4228,92.639,976.9760000000001,607.908,667.0269999999999
2007-05-21,2272.44,590.97,22550.17,354.957,145.6497,112.2296,254.3211,252.7056,92.889,979.855,608.4780000000001,666.0269999999999
2007-05-22,2270.98,591.02,22708.38,356.164,145.5687,112.2612,249.3874,246.8059,92.348,980.0830000000001,606.862,665.4939999999999
